pattern	decision	modification	tinyIds	n_tinyIds	decided_at	run_id	notes
Military Acute Concussion Evaluation (MACE)	keep		01M2w7sCHt 0AS3WDnucdw 0c25ju_6c 2ad0HZUhnAH 4PTUvQR8W3_ 5r3yGVwaB_ 63DrltBlW6 6Wm_QC9YmC6 9U9GyUuGlf 9rnVqVPjgjM A5ZRUWs5Amu AWrX3wvVrwt AtEm670TYt5 BJXcK_v6ErD E1jERCq2mtd EvAPTfEnzuC FqRU42Sgs_ G3iED7Kj_y G5kBVaJ8sg GJ6pk8jL04 GvXXNU6jkBD HA16DVSs7_R Hhp46jDHUk JmApYupzW7z LPgEJ0e3ZC MA5KgF72jhn Mso8QEUfQD Mxz_ma96CVQ Ni_uA8T_2W QJDHl9QqoS0 QJlyxwN9oSA RU1P76mNfDA SNMRFzer8y7 SQqZAY5hYQ TOOp1lZcLw VgoipAmMSg W0HOB2jmtE WZryB5EzRL X1kJlv45iB0 X2V89oq1ht2 XVrMKjXQsJb Y2Hu7sK_cPt YITNPjQzX7 YfHFJ2HjC4J ZB18R_mzs _0fheG1Vh8K _7Mn021tnN _7dr80AZuq _JB_9rTA74o _KMPX_mVN _LaDj7bFzh ahDdzcxhYd9 dGArCTNRVSq doPdrw_Z4_ eVuOo1UuDme f_OkdGCc83 fqSAd560hF2 i7Xrcb_V1_ l03_XnpNTj lFAT_TwK36 lN4_vJwNth mJRCPN5sSR mViuD67zA2 mybklP4qiH0 obUXvTMNO6f pbb8ZoJCh4q q2uY9_eSxG s4tq4X7BTR4 t8LGpmTelW thRU8CAU4U vJoR0TSukh xvtqjgXGKVE xzuVBdYsjAP z7aHKgeY0SA zxE4uXghFVs	75	2026-02-25T10:20:44.350985	run_20260224_164627	
Mini Nutritional Assessment (MNA)	keep		3aaRxcbuBMB 4FvCn0Tut7Z BwySJTBxy4T CQAyYa1O3my E2VTHYNa8Y2 Fyx7h_qPOe9 KUupr12JK7P NJhYdE5nDeq P5czq9uOuA6 SAY910sp5bz XOoreevrA6J aNR3d96cAOE bxGSU8Qwasf cJq65fkVv7E fPuPSw1hosW gVXhcwg6cXh jb1yJpV0r27 mF6hUJRsXDF mezzBt3qppK q1NR6tOYQ2N tzC18ThN7es wCCuAjVpuGw wz2TNMzA_RW xdSxkD458BK xg0AqWVStEA	25	2026-02-25T10:20:44.351002	run_20260224_164627	
Modified Ashworth Scale	keep		71Yl9LmgB0M 71ee9U7xBRz 71vecI7lrAz 7J6XgemcCcQ 7J_Wgm9CcX 7JwXxgmcR5m 7k8eq8QxS0f 7kNZlmcRqQ 7y7gcL7eHCz O8GSAR3aRjg Q1XZgX5057 Q1Ze587erAG QyWEggmc05Q QyrEgg79A5m X1zWl7qAq7 XJJ4exQ50qQ XJ_7lemc09X XkKXlx7c0c7 XkmmxlQ909m XkymggQcAc7 XyVe587er0z Xyke5L7gr0G m1smlxX50q7 mJSQee7cC57 mJcQgemcAcQ mJdgqImlSAz mJhXgg7cRqm mk6zee79R5m mk7ExlXcAc7 mkMxqLmeS0f mkql5UmxH0z mySxqIXlS0G myZlX9RcQ tpXr6KrBK5V	34	2026-02-25T10:20:44.351015	run_20260224_164627	
Morris Water Maze Acquisition	keep		XJBsKsMi4	1	2026-02-25T10:20:44.351035	run_20260224_164627	
Morris Water Maze Acquisition (MWMA)	keep		XJBsKsMi4	1	2026-02-25T10:20:44.351044	run_20260224_164627	
Morris Water Maze Acquisition (MWMA) -	keep		XJBsKsMi4	1	2026-02-25T10:20:44.351039	run_20260224_164627	
Morris Water Maze Probe (MWMP)	keep		7ywiKozsE Q1aotizi4 QkjstoMsN	3	2026-02-25T10:20:44.351048	run_20260224_164627	
Morris Water Maze Working Memory test	keep		DZmlXbIb L6ot1fRw3 npDqllsTk	3	2026-02-25T10:20:44.351022	run_20260224_164627	
Morris Water Maze test	keep		7ywiKozsE B1YHKGtH K_3ldoSGX Q1aotizi4 QhQb8l9C_ QkjstoMsN QkkotjfsV SjoMhxVa3 X1nttjfj4 XJBsKsMi4 XJRoFoMoE XJZoYoMoE XktttifoN XyoKtszoE g8tai6eN m1GjYszoV mk39Fozj4 mkK9tsMsV y2x4ltGIY	19	2026-02-25T10:20:44.351031	run_20260224_164627	
Movement Disorder Society - Unified Parkinson's Disease Rating Scale (MDS UPDRS)	keep		0rACX9J2psN 2dV_9bk8JNh 2h4TWHrV110 47DkqhmRPhK 4MJd40Qo9ZS BU52o67Gzu0 E3egfZ4YVO1 EFGFd7K5spu E_6S3dtnmAj EbqRYaSXoSy FmxQTUku2uD FrsPCEWoa0b H1utsMEeaxw Hz3VAHmjS57 JUAq86s1Q7O KHNpyWWDb0Q KhtjHHgzApA KpFWGUd2Hf4 M89fFRAvsdS MjjfW1qDKHv PK9KQncvMwt QAAEsHRkVCH QdzMw_NHvUt TJ8S4KXSMAC WA8K2Q9Shq1 WCWA8H_Aq2d WEoY1pwRejM XvmuW3hUUBj ZAht9SuV6nD ZwRGfRfG2h8 _8CvXVwytsh aEOuh8a67t3 bAH1FBkWGQu dCTnwkh7pXy dWxsfVnPDQb dhy61hFHPq8 f4v3MhzRqua fm2JxUcXOsQ fnfrgByaAt8 gGnrUsmMNEo hP7Onn6rACw jJd_ho3AOuK kMmOkuGWg4N m1tPMO8ZvKP oQ8TTc2cuG_ rMQ8xdueenX rr2WADovujn s5GHOC9S93O tPwf2SqoR_R tssxz85Nvoh vwg_HSZAM8Q wT8A5W5JsBR wmhyGCechYM wnt9gshxetg	54	2026-02-25T10:20:44.351065	run_20260224_164627	
Multiple Sclerosis Quality of Life Scale (MSQOL-54)	keep		1bkcsmj6rSB 3TTZpudabvh 3cuvAZRkY0G 4UpysrgTMR0 5op0b4GT3Bz 6spgCtBuqQ_ ARWTWHZrvoj B6BfoazxgHy C1j8WYAFAQ3 Ds_ufn4Xg4o E8ApAfWGzuJ GX1Bn0kq4EW H89ZOZZvKxJ HRQBxwDb1R0 JN7TuZA2jq1 MczXU_2oNfY MuCAhkH4e1F NA1AHg79doJ PNGdWS3qYY_ PsVOSbbakf5 PsaHFdoyhT3 Qg22H9fNteo SmNoMx3WdZ5 Tax5pdQQqa8 VGkMntoHBq5 W0WchwQcXfs WZtqeUsGWcj ZVga9m9GVGP ZfTeVfnob39 aEfRtKaVCc5 cjxoWRhrcva eGacfKYYek9 fTvcFsWe_9k faGkfDVmTAV gAvDMfDATSq hR1ApFTnape kng6U8v1bA0 mSAXgB5QgFb nhJE4rvDwEb omx3KU6RF2h pbJfHeE0DFv r4jNEo5vtU2 rkh4tQrOgTw t2_ktOfsDAd tfjR7bPcbxF toqezJxc4mK u76ZEWduAcW vJeQY0_wtVe vKOuAXEC_tx xCNYPRHcKaT	50	2026-02-25T10:20:44.351081	run_20260224_164627	
My sleep quality was...in past 7 days [PROMIS]	keep		7JNWzP5jnsg QkV2K1_2yQe	2	2026-02-25T10:20:44.351102	run_20260224_164627	
My sleep was	keep		7y6gzw5o2jl QJy_GP5snsl XySaK1unymg mybhYJd21Qx	4	2026-02-25T10:20:44.351118	run_20260224_164627	
NIH Toolbox	keep		713jVsapL 71Gkc4jTaI 71MuOEsT6I 71TcEiaaL 71ZVxHi6TL 71b2cVj6pL 71fQp4sT68 71gkk_dT68 71oOVjaTL 71xehNoapU 71z_kuuppI 7J2OEja6I 7JGNFVja68 7JHlria6U 7JPu4jaaI 7JS9EiaaU 7JWLYNjTT8 7JZW64sTTI 7JZmJ_ua6U 7JeR5NiaaI 7Jek9EsTTL 7JerCDOTpI 7Jf9F4oaaU 7JgZi4sTaL 7JgcO4oTTL 7Jl2qNjap8 7JlzkuO6TL 7kGw725TpU 7kMC34jaaI 7kMDtVjpp8 7kMhs4sTaI 7kMjViap8 7k_5FEoTaL 7kbTNsaTI 7kee9EipTL 7keu3ViT6I 7kiKEi6p8 7klcqVj6aU 7kmYVsppL 7kpi4j6TI 7kzFQh9a6I 7kzMiEoTT8 7kzf1_uTTU 7yEpNsaTI 7yGh5EoaT8 7yJJOO6p8 7yMJYNi668 7yMz6VoTaU 7yZQ24jpTU 7ylLj4iT6U 7yl_RPuppU 7ylv34oap8 7yx0nEjaTU 7yxNerop6I 7yz0_4oapL Q14nVjaaL Q1G7JuOapU Q1IJdda6L Q1MoRv_p6U Q1PFEiaT8 Q1WJOuapL Q1WV54ip6L Q1bLiViTTL Q1ezKNi6pI Q1fp3No6pI Q1gyYVjTaL Q1lLu4sTpL Q1lYCDdapI Q1lnVop6L Q1xPF4j6pU Q1xduNspaU Q1xuQ3c6a8 Q1z6NiapU QJ59EsTaI QJG4cNoTaI QJG80Pu6T8 QJK5Vi6TI QJeBgHoTa8 QJeE1_u6TI QJe_T4jaT8 QJgF5VoT6I QJgaNo6TI QJlc0DdT68 QJli_4jap8 QJoAvu66L QJwAw_pp8 QJxGiVoTpI QJxf64jTT8 QJzfh4op6I QJzk_upaI QkGuCwupaU QkWAhVjT6I QkWQd4iT6U QkXJ_uaaL QkZSxHs6pI QkZkc4sppL Qk_3dNip6U Qkb9_EsTaI Qkbka4iapU Qkbxu4o66L Qke7yu_Tp8 QkeJs4ipTL Qkg2sNoaTU QkgpAP_6aL QklCAwO6pL Qkx8FVja6U Qkz8oEiTp8 Qy9AD_6p8 QyMSyu_a6I QyUdNop6I QyWT3EsTaI Qy_3sEiaaI Qy_Xp4sp68 Qy_fi4j6pU Qy_vnNiTa8 QydXhc6aI QyebJduppU Qyg45Vspp8 QygE_EoaaU QygYuNs66I QygrJ_da6I QyluqNoTpU Qyr0v_6pI QyxSiVoaT8 QyxlTNipaL QyxraVoTTL X149No6TI X1DnNo6pI X1M3Av_T6L X1WQlro6TL X1_jAwOTa8 X1_vtVi6TL X1bAAvOTTU X1bVaVsTp8 X1xXpEjTT8 X1z3EiT6L XJ4xHia6I XJFX25ppU XJGF54s6TU XJGUn4ia6U XJMw0Pu66L XJWfJ_uT6I XJWvQ396pL XJZ2RDd6aI XJZXFEja6U XJ_N_Nop6L XJ_rJ_dpaU XJbYKEoTT8 XJbZOVj6pI XJbaCDd6aI XJcQh9Ta8 XJd0DOapU XJeXeSopaI XJey6ViaaL XJfSs4jap8 XJllOEop6U XJn0wuapL XJxc4opT8 Xk2qNj6pI XkGId4iTpU XkX64i6T8 XkZea4o6TL XkaAPuTTU Xkb1FNiTa8 XkbICD_a6U XkbooNi6TL XkeIyOdaTI Xkel1dd6pL XkeyO_pT8 Xkf4gSiaa8 XkfeTVop6I XkgK7296aU XkgY4spTI Xkgbu4sapU Xkgk_EjaT8 XkkFVip6U XkxgFNsTT8 XkxhCwuaT8 Xkxm34s6pU XkzHlrjp6I Xkze1ddapU Xy0RPdTTI XyBaVoaaI XyBjEsa68 XyBkdO6TI XyG0RD_ppL XyK_4iapL XyVFVopaU XyWOnEopTI XyYRPdaTL XyZ4FEiaa8 XyZGaEsp68 Xy__7hc6TU XybG2EoTTU Xybt7nqTa8 XyeRONsp68 Xye_VsaaL XyfTRPuaTL XylKKNjT6U XyuhNipT8 XyxiAv_TpI Xyz6aNjppU XyzNyOOp6L m14O4jTaI m1LCPOa6L m1Qi4spT8 m1_HRPuapU m1b0_EiTTI m1b11_OTTI m1eL24o6p8 m1gmONo66L m1xb3Vj6T8 mJ8oVsp6U mJA2EspTL mJWYRwO6a8 mJXnVoapU mJb_NsaTU mJcKEiapI mJe5YViaaL mJez34iTTI mJf_3Ej6TU mJlmFNoT6I mJxQjVoTaU mJy64ipa8 mk4yuO668 mkGWOEoTTI mkZddEi6T8 mkZlFEiap8 mk_Si4s668 mkb8nVjT6U mkbdRPdTpU mkbyuEi6aU mkeao4ippU mkgEnEoT6U mkgsiNsapI mkl2uVoaTL mklwCP_pTL mkxI0Dup6U mkxPmhqap8 myG464jpaI myWD0D_pTI myWKqVjppU myWVkOOpa8 myZOq4opaL myZcCvd6TI my_Lu4jpTL my_bkdOa6I myb1oVi6p8 mybiu4ipp8 mybx1uu6pI myeVaEoT6I mywmhcppU myx4YVo6p8 myzttVop6L	254	2026-02-25T10:20:44.351409	run_20260224_164627	
NIH Toolbox -	keep		713jVsapL 71Gkc4jTaI 71MuOEsT6I 71TcEiaaL 71ZVxHi6TL 71b2cVj6pL 71fQp4sT68 71oOVjaTL 71xehNoapU 7J2OEja6I 7JGNFVja68 7JHlria6U 7JPu4jaaI 7JS9EiaaU 7JWLYNjTT8 7JZW64sTTI 7JeR5NiaaI 7Jek9EsTTL 7Jf9F4oaaU 7JgZi4sTaL 7JgcO4oTTL 7Jl2qNjap8 7kMC34jaaI 7kMDtVjpp8 7kMhs4sTaI 7kMjViap8 7k_5FEoTaL 7kbTNsaTI 7kee9EipTL 7keu3ViT6I 7kiKEi6p8 7klcqVj6aU 7kmYVsppL 7kpi4j6TI 7kzMiEoTT8 7yEpNsaTI 7yGh5EoaT8 7yMJYNi668 7yMz6VoTaU 7yZQ24jpTU 7ylLj4iT6U 7ylv34oap8 7yx0nEjaTU 7yxNerop6I 7yz0_4oapL Q14nVjaaL Q1PFEiaT8 Q1WV54ip6L Q1bLiViTTL Q1ezKNi6pI Q1fp3No6pI Q1gyYVjTaL Q1lLu4sTpL Q1lnVop6L Q1xPF4j6pU Q1xduNspaU Q1z6NiapU QJ59EsTaI QJG4cNoTaI QJK5Vi6TI QJeBgHoTa8 QJe_T4jaT8 QJgF5VoT6I QJgaNo6TI QJli_4jap8 QJxGiVoTpI QJxf64jTT8 QJzfh4op6I QkWAhVjT6I QkWQd4iT6U QkZSxHs6pI QkZkc4sppL Qk_3dNip6U Qkb9_EsTaI Qkbka4iapU Qkbxu4o66L QkeJs4ipTL Qkg2sNoaTU Qkx8FVja6U Qkz8oEiTp8 QyUdNop6I QyWT3EsTaI Qy_3sEiaaI Qy_Xp4sp68 Qy_fi4j6pU Qy_vnNiTa8 Qyg45Vspp8 QygE_EoaaU QygYuNs66I QyluqNoTpU QyxSiVoaT8 QyxlTNipaL QyxraVoTTL X149No6TI X1DnNo6pI X1WQlro6TL X1_vtVi6TL X1bVaVsTp8 X1xXpEjTT8 X1z3EiT6L XJ4xHia6I XJGF54s6TU XJGUn4ia6U XJZXFEja6U XJ_N_Nop6L XJbYKEoTT8 XJbZOVj6pI XJeXeSopaI XJey6ViaaL XJfSs4jap8 XJllOEop6U XJxc4opT8 Xk2qNj6pI XkGId4iTpU XkX64i6T8 XkZea4o6TL Xkb1FNiTa8 XkbooNi6TL Xkf4gSiaa8 XkfeTVop6I XkgY4spTI Xkgbu4sapU Xkgk_EjaT8 XkkFVip6U XkxgFNsTT8 Xkxm34s6pU XkzHlrjp6I XyBaVoaaI XyBjEsa68 XyK_4iapL XyVFVopaU XyWOnEopTI XyZ4FEiaa8 XyZGaEsp68 XybG2EoTTU XyeRONsp68 Xye_VsaaL XylKKNjT6U XyuhNipT8 Xyz6aNjppU m14O4jTaI m1Qi4spT8 m1b0_EiTTI m1eL24o6p8 m1gmONo66L m1xb3Vj6T8 mJ8oVsp6U mJA2EspTL mJXnVoapU mJb_NsaTU mJcKEiapI mJe5YViaaL mJez34iTTI mJf_3Ej6TU mJlmFNoT6I mJxQjVoTaU mJy64ipa8 mkGWOEoTTI mkZddEi6T8 mkZlFEiap8 mk_Si4s668 mkb8nVjT6U mkbyuEi6aU mkeao4ippU mkgEnEoT6U mkgsiNsapI mkl2uVoaTL myG464jpaI myWKqVjppU myZOq4opaL my_Lu4jpTL myb1oVi6p8 mybiu4ipp8 myeVaEoT6I myx4YVo6p8 myzttVop6L	176	2026-02-25T10:20:44.351457	run_20260224_164627	
NIH Toolbox - Anger	keep		71MuOEsT6I 7JPu4jaaI Q1lLu4sTpL Q1xduNspaU QkWQd4iT6U Qkbxu4o66L QyUdNop6I QygE_EoaaU QygYuNs66I XJ_N_Nop6L XJbZOVj6pI XJllOEop6U XkGId4iTpU Xkgbu4sapU Xkgk_EjaT8 XyK_4iapL Xye_VsaaL m14O4jTaI m1gmONo66L mJb_NsaTU mkGWOEoTTI mkZddEi6T8 mkbyuEi6aU my_Lu4jpTL	24	2026-02-25T10:20:44.351467	run_20260224_164627	
NIH Toolbox - Emotional support	keep		71oOVjaTL 7J2OEja6I 7JgcO4oTTL QJli_4jap8 Qk_3dNip6U Qkb9_EsTaI mkl2uVoaTL mybiu4ipp8	8	2026-02-25T10:20:44.351473	run_20260224_164627	
NIH Toolbox - Empathic Behavior child	keep		7yMJYNi668 Q1gyYVjTaL Xkb1FNiTa8 XkgY4spTI XkxgFNsTT8 mkZlFEiap8	6	2026-02-25T10:20:44.351479	run_20260224_164627	
NIH Toolbox - Fear	keep		7JGNFVja68 7JWLYNjTT8 7kMDtVjpp8 7kmYVsppL Q1PFEiaT8 Q1ezKNi6pI Q1xPF4j6pU Qkx8FVja6U X1_vtVi6TL XJZXFEja6U XyVFVopaU XyZ4FEiaa8 mJlmFNoT6I myx4YVo6p8	14	2026-02-25T10:20:44.355687	run_20260224_164627	
NIH Toolbox - Fear somatic arousal	keep		7JWLYNjTT8 7kMDtVjpp8 Q1PFEiaT8 Q1xPF4j6pU Qkx8FVja6U X1_vtVi6TL	6	2026-02-25T10:20:44.355695	run_20260224_164627	
NIH Toolbox - Fear worry	keep		7kmYVsppL XyVFVopaU XyZ4FEiaa8 mJlmFNoT6I	4	2026-02-25T10:20:44.355700	run_20260224_164627	
NIH Toolbox - General	keep		71Gkc4jTaI 7JS9EiaaU 7Jek9EsTTL 7kee9EipTL Q1WV54ip6L QJG4cNoTaI QkZkc4sppL Qyg45Vspp8 X149No6TI XJxc4opT8	10	2026-02-25T10:20:44.355706	run_20260224_164627	
NIH Toolbox - General life satisfaction	keep		71Gkc4jTaI 7JS9EiaaU 7Jek9EsTTL 7kee9EipTL Q1WV54ip6L QJG4cNoTaI QkZkc4sppL Qyg45Vspp8 XJxc4opT8	9	2026-02-25T10:20:44.355715	run_20260224_164627	
NIH Toolbox - Loneliness	keep		71TcEiaaL 7JeR5NiaaI 7Jl2qNjap8 7yGh5EoaT8 QkeJs4ipTL Xk2qNj6pI myb1oVi6p8	7	2026-02-25T10:20:44.351485	run_20260224_164627	
NIH Toolbox - Perceived hostility	keep		7ylLj4iT6U Q1bLiViTTL Qkz8oEiTp8 QyxSiVoaT8 XJfSs4jap8 XyBjEsa68 mJ8oVsp6U mk_Si4s668	8	2026-02-25T10:20:44.355722	run_20260224_164627	
NIH Toolbox - Perceived rejection	keep		713jVsapL 71xehNoapU 7kMhs4sTaI 7kpi4j6TI Q1lnVop6L Qkg2sNoaTU Qy_3sEiaaI XkbooNi6TL mkeao4ippU mkgsiNsapI	10	2026-02-25T10:20:44.355728	run_20260224_164627	
NIH Toolbox - Perceived stress child	keep		7yZQ24jpTU Q14nVjaaL QJzfh4op6I X1z3EiT6L Xkxm34s6pU XybG2EoTTU m1xb3Vj6T8 mJXnVoapU mJez34iTTI	9	2026-02-25T10:20:44.355734	run_20260224_164627	
NIH Toolbox - Positive affect	keep		71fQp4sT68 7JZW64sTTI 7kMC34jaaI 7kbTNsaTI 7keu3ViT6I 7yEpNsaTI 7yMz6VoTaU 7ylv34oap8 7yx0nEjaTU Q1fp3No6pI Q1z6NiapU QJe_T4jaT8 QJgaNo6TI QJxf64jTT8 QkWAhVjT6I Qkbka4iapU QyWT3EsTaI Qy_Xp4sp68 Qy_vnNiTa8 QyxlTNipaL QyxraVoTTL X1DnNo6pI X1bVaVsTp8 X1xXpEjTT8 XJGUn4ia6U XJey6ViaaL XkX64i6T8 XkZea4o6TL XkfeTVop6I XyBaVoaaI XyWOnEopTI XyZGaEsp68 XyuhNipT8 Xyz6aNjppU m1eL24o6p8 mJA2EspTL mJf_3Ej6TU mJy64ipa8 mkb8nVjT6U myG464jpaI myeVaEoT6I	41	2026-02-25T10:20:44.351498	run_20260224_164627	
NIH Toolbox - Self-Efficacy	keep		71ZVxHi6TL 7JHlria6U 7yxNerop6I QJeBgHoTa8 QkZSxHs6pI XJeXeSopaI Xkf4gSiaa8 XkzHlrjp6I	8	2026-02-25T10:20:44.355662	run_20260224_164627	
NIH Toolbox Anger	keep		71MuOEsT6I 7JPu4jaaI Q1lLu4sTpL Q1xduNspaU QkWQd4iT6U Qkbxu4o66L QyUdNop6I QygE_EoaaU QygYuNs66I XJ_N_Nop6L XJbZOVj6pI XJllOEop6U XkGId4iTpU Xkgbu4sapU Xkgk_EjaT8 XyK_4iapL Xye_VsaaL m14O4jTaI m1gmONo66L mJb_NsaTU mkGWOEoTTI mkZddEi6T8 mkbyuEi6aU my_Lu4jpTL	24	2026-02-25T10:20:44.351130	run_20260224_164627	
NIH Toolbox Cognitive Battery	keep		71gkk_dT68 71z_kuuppI 7JZmJ_ua6U 7JerCDOTpI 7JlzkuO6TL 7kzf1_uTTU 7yJJOO6p8 7yl_RPuppU Q1G7JuOapU Q1IJdda6L Q1MoRv_p6U Q1WJOuapL Q1lYCDdapI QJG80Pu6T8 QJeE1_u6TI QJlc0DdT68 QJoAvu66L QJwAw_pp8 QJzk_upaI QkGuCwupaU QkXJ_uaaL Qke7yu_Tp8 QkgpAP_6aL QklCAwO6pL Qy9AD_6p8 QyMSyu_a6I QyebJduppU QygrJ_da6I Qyr0v_6pI X1M3Av_T6L X1_jAwOTa8 X1bAAvOTTU XJMw0Pu66L XJWfJ_uT6I XJZ2RDd6aI XJ_rJ_dpaU XJbaCDd6aI XJd0DOapU XJn0wuapL XkaAPuTTU XkbICD_a6U XkeIyOdaTI Xkel1dd6pL XkeyO_pT8 XkxhCwuaT8 Xkze1ddapU Xy0RPdTTI XyBkdO6TI XyG0RD_ppL XyYRPdaTL XyfTRPuaTL XyxiAv_TpI XyzNyOOp6L m1LCPOa6L m1_HRPuapU m1b11_OTTI mJWYRwO6a8 mk4yuO668 mkbdRPdTpU mklwCP_pTL mkxI0Dup6U myWD0D_pTI myWVkOOpa8 myZcCvd6TI my_bkdOa6I mybx1uu6pI	66	2026-02-25T10:20:44.351165	run_20260224_164627	
NIH Toolbox Perceived	keep		713jVsapL 71xehNoapU 7kMhs4sTaI 7kpi4j6TI 7yZQ24jpTU 7ylLj4iT6U Q14nVjaaL Q1bLiViTTL Q1lnVop6L QJzfh4op6I Qkg2sNoaTU Qkz8oEiTp8 Qy_3sEiaaI QyxSiVoaT8 X1z3EiT6L XJfSs4jap8 XkbooNi6TL Xkxm34s6pU XyBjEsa68 XybG2EoTTU m1xb3Vj6T8 mJ8oVsp6U mJXnVoapU mJez34iTTI mk_Si4s668 mkeao4ippU mkgEnEoT6U mkgsiNsapI	28	2026-02-25T10:20:44.351301	run_20260224_164627	
NIH Toolbox Regional Taste Intensity Test	keep		7kGw725TpU 7kzFQh9a6I Q1xuQ3c6a8 QydXhc6aI XJFX25ppU XJWvQ396pL XJcQh9Ta8 XkgK7296aU Xy__7hc6TU Xybt7nqTa8 mkxPmhqap8 mywmhcppU	12	2026-02-25T10:20:44.351326	run_20260224_164627	
National Adult Rading Test (NART)	keep		QJSe1_Uc09Q	1	2026-02-25T10:20:44.355738	run_20260224_164627	
National Adult Reading Test (NART)	keep		71_lyZL5RqQ 7JDgkbIqR97 QJSe1_Uc09Q Xy8gJWLqAc7	4	2026-02-25T10:20:44.355744	run_20260224_164627	
National Eye Institute Visual Functioning Questionnaire (NEI-VFQ-25)	keep		2e4AsfVMUQV 3y3bT_GGPOf 4qZOGKztp67 5swVNAMR1MZ 8tym3sSRQsn 9gQmd71emFG A5pE3939EZf AAHAMk6J8Ko ASKB93Korqz AsJ9SUSPr_0 C3soAWQxZuq DhYFKhHS6xW EOUGDpBCjeF GFpfZA1Akve Jw6RwFrqOKo KYfZmdMORDk ND6pEAD1_4A P16TgqmAMzG PgRRZTJAkYk QSMVKNXVzAb Qf7YSfbCBk4 RWZv3V_O4PU ToWZxXgbwTt UgNa1sO_vF7 WG3rAzA8hAC XfQhRmUSYK8 a7_mjOnmOct b2Q4XetEYru dJwKUCg2fST gYMfRebG7aU j28FRAmDtfQ mX4zCNC90__ nbACMdEttTt pYHVW2u93x8 po5NDCwnbpY qtJxvcqxgyn rKTVGDdRs5C run3zURpSjK s9KDYWsTaxB zjdFEFudzAy zjr3ctY_Ztw zmQsE0cWEpa	42	2026-02-25T10:20:44.355760	run_20260224_164627	
National Health and Nutrition Examination Survey	keep		7Je3xoKaaU 7kre2uqjhox 7yW2xoF66U X1zjljF668 m13lsKppU y06kkPwwy	6	2026-02-25T10:20:44.355767	run_20260224_164627	
National Health and Nutrition Examination Survey (NHANES)	keep		7Je3xoKaaU 7kre2uqjhox 7yW2xoF66U X1zjljF668 m13lsKppU	5	2026-02-25T10:20:44.355773	run_20260224_164627	
National Health and Nutrition Examination Survey -	keep		y06kkPwwy	1	2026-02-25T10:20:44.355778	run_20260224_164627	
National Health and Nutrition Examination Survey - Physical Activity and Physical Fitness Questionnaire	keep		y06kkPwwy	1	2026-02-25T10:20:44.355783	run_20260224_164627	
National Health and Nutrition Examination Survey - Physical Activity and Physical Fitness Questionnaire (NHANES-PAQ)	keep		y06kkPwwy	1	2026-02-25T10:20:44.355792	run_20260224_164627	
National Health and Nutrition Examination Survey - Physical Activity and Physical Fitness Questionnaire (NHANES-PAQ) -	keep		y06kkPwwy	1	2026-02-25T10:20:44.355788	run_20260224_164627	
National Institutes of Health Stroke Scale	keep		2MpS5ASNS24 2qzBXNFi8 3JuD8SsFXGM 56hqo_bCUp 5DnwKaJdbHb 6A6rhtQkYKu 6aHpVD9uJ 6xZJQvZY2h 71q_kubW2ug 9LctISJipt 9ccHSdARAQ6 AffsQhKESyV C4MJzbj8DW CX84Z8NC6E8 HM2WeSADWAn Mof52m4lOb PAM_XiMKyE Q1tW1_bbn_l Q3esffzXKSN Qkkbydb_2ue Qli_agDCJp TjqhIplqB7 Ucs8udKPeuS VJggJ_ypZD _i3innbHg_ ePygqCyrjV gXjXztpR1PM hTBW7kUQRwk hzhyyMqtqvw j4ivqvyXzY kDCYK2UQwhr myhe1__bn_l oaorJeD_vL p5NDhstd77v pX7ytZWUi tSRDFQP7BXh v1h9N85x9fe vn2nq_MuXy	38	2026-02-25T10:20:44.356083	run_20260224_164627	
National Institutes of Health Stroke Scale (NIHSS)	keep		2MpS5ASNS24 3JuD8SsFXGM 5DnwKaJdbHb 6A6rhtQkYKu 71q_kubW2ug 9ccHSdARAQ6 AffsQhKESyV CX84Z8NC6E8 HM2WeSADWAn Q1tW1_bbn_l Q3esffzXKSN Qkkbydb_2ue Ucs8udKPeuS gXjXztpR1PM hTBW7kUQRwk hzhyyMqtqvw kDCYK2UQwhr myhe1__bn_l p5NDhstd77v tSRDFQP7BXh v1h9N85x9fe	21	2026-02-25T10:20:44.356102	run_20260224_164627	
Neuro-QOL Ability to Participate in SRA	keep		71534vWb3dl 71Ouk_bb3Ox 71_rCO_Z3dx 71_xfv__3dx 71rBA_bWnug 7JQBliD_bhue 7JW9OuWb3dx 7JvS0_Zbhdx 7kkq_d_b3dx 7yhC8v_Zhdx 7yi4AuZWnul Q1H5xbvbb3Oe Q1JUgDPbZ2Oe Q1au0IW_3Ox Q1g5OubZhOe QJCSeDP__nOg QJWHlkubZhdl QJdflSvZ_2de QJoX0U_Wn_g QJzrRuWZh_l QkLzlIvbZh_e QkMcudW_nOg QkXSR__b3Oe Qy6hEPbb3dg QyZrxoDZZ2_e QypzxBPbbh_x X11BCuZ_ndg X16BxPwbZ3ug X189xZwZZ2ul X1MSXd_Znul XJFSRu_bh_l XkGHeJOWZ3_g XkQBQd_W3Ox XkcMxrvW_nue Xy8SQO_Zn_g XyEaNDbWnOe m1CNRuWZn_x m1NSR__W2_e m1ZXerDWb3_x mkVIevPWb2Oe mkhzeHD_WnOe myBBQOWZhOe myCMlBDZZ2_e myEHm_bb3_l myvqNwWZ3Ox	45	2026-02-25T10:20:44.356119	run_20260224_164627	
