pattern	decision	modification	tinyIds	n_tinyIds	decided_at	run_id	notes
Time spent in	remove		71dlrmqoHA 7JwlrmqoSC 7yolrX5jSC mJFxB79srA mk9xHQ5jSA	5	2026-03-09T22:33:40.560756	run_20260305_165403	
Timeline Followback Method Illicit Substance	remove		7J50Jcmykg 7JEq85Q11l 7Jg9IxEkJl QkXIQVNJJg QyMe1T7kJl Xk5lF2lm11g XkNM34m1kl XkNvp_Q1kg XyleK4KQkye XyzgZSXEJye m1RVhwX1yl mkeDIzQJyg	12	2026-03-09T22:33:40.533034	run_20260305_165403	
Tissue doppler mitral annulus	remove		TBaTd9cB5h V1p_vGTY6X WqhFBO5KNX XZzlNYema hW8I6YU6jy uxzBoD6H5f	6	2026-03-09T22:33:40.554675	run_20260305_165403	
Tissue specimen	remove		8HPkeVMYuAh B9UOEPtnDrY BQwuhAb2n2t FDHFzSYTqt6 HBb1uCFc5A2 J8qXFNSP0Xc K3sef3gNVAs PwAb4b319cJ QuaWC7KYP3S RfwBlf92V VvTOqYAWDMr YtFypSkBJ0U _5wsfj09TOZ cJsPYW4Qk n5QkSxw0mUZ oOcN1WadqCb qSZnJ4pcnfQ tMukmOFtwxS ynO3_mCGT1Q zCrp2YzONq7	20	2026-03-09T22:33:40.521651	run_20260305_165403	
To be abstracted from patient's hospital medical records	remove		7JfgWuqinsx Q1wW_qs3sg QkbgWOqohol QkcbOco3ig QyyeZu5onil X1FWdcohie XkdZdco3jx Xkexz9ci3jl XkzxMc9ohig XyWgM5csnsg XyklG59ohjg m1AM99j3jg mkTfccshix mkV_ucinig my6_dco2sg	15	2026-03-09T22:33:40.526897	run_20260305_165403	
To be completed by Physician who signed the death certificate and/or the patient's Physician	remove		71of95shsx 7kHf59ohjl QJ9M5cshsl X1tf59i3jg Xkexz9ci3jl XkzxMc9ohig XyWgM5csnsg XyklG59ohjg m1AM99j3jg m1UM5cs2se m1dfq5injl mJPMqci3ox mkTfccshix my2f9cj2il	14	2026-03-09T22:33:40.529238	run_20260305_165403	
Total Score	remove		71Zh_vbW3Ox 71mpKsMsE 7yllQjHmyyl Fn02cYRX78Q G265ZshGXob KmAka4KL5r N6xoZBp0I OEA08p0EYGN Q13rl0mkkl Q1EG9EQ5AqX Qy_ihKG8km mJmf9VQqCc7 s4HTOXhR_8 yT6A8tyAMSm	14	2026-03-09T22:33:40.529254	run_20260305_165403	
Total count of	remove		X1MuhzjaaI XJLrOoMsV XkmEtjMiE XyxthfspaI m1Zv3MiaTL	5	2026-03-09T22:33:40.560788	run_20260305_165403	
Total distance traveled by	remove		4LanhBYVQ 71Sq5jfiV IOywAoQG QyHrusfsV peSFhvfz	5	2026-03-09T22:33:40.560807	run_20260305_165403	
Total duration	remove		71xhZ_50qX 7JDp_u5A9m 9iQiUqMn Q1gwO7qC57 Q1yEtiGo4 QJdp_ucAq7 XJxzLO79A97 XyI4FiMsN XyIpZucA5m m1h_UO7cRqQ	10	2026-03-09T22:33:40.538126	run_20260305_165403	
Total duration of	remove		71xhZ_50qX 9iQiUqMn Q1yEtiGo4 XyI4FiMsN	4	2026-03-09T22:33:40.565874	run_20260305_165403	
Total number count of story recall stories	remove		710xDAQ5AcX 7yTxvCX5R5X 7yhewRXcC97 mkjlP0m9R5m	4	2026-03-09T22:33:40.565879	run_20260305_165403	
Total number of	remove		71ZpY4xB0f 7kGtFr5bHL 8WA9YBUAyZk Azt5AbTGNAb F7u7f1csnXt FPQFdV5cWuV HOUfACK4q3e Jyzf2eXKg6P MFb6A3jkM7x Mad_ESmt6WT N5dKhQ6K7Zn Oh5__g_3A Q1ZYxJvbbnue QL88jFanx6 Qy1xZi9i3jx QyLYeJDbW3_e QyXFYBcbHU R6umPsdEe_B SGg_ZiT_6 V9pckrtP6JV XJB6KNlSCf XJcpYEeHRM XW4_vd69p1V XkmEtjMiE Xyexbs9ihix XyrEFiGi4 djtO7T128ho erx5N7Y9Z grTwvFgKkh5 jzf9EvpuNHS lNtcHurMw mS3vqQWveA4 mkJliad7ykl mkoE_jMo4 my4Keyw_Z3dx wvNWBrx0xou	36	2026-03-09T22:33:40.511037	run_20260305_165403	
Total score	remove		0LwB65geKl 0RWMw0ER6uY 37S2h0G15I 6EE_jS71Us1 71Zh_vbW3Ox 71bthfiTaI 71mpKsMsE 7J4xv80l9Yf 7JFvI0ecFz 7Jm7j8cA9Q 7kMXqDlSCM BM6VlqDpv BhMXXTNNtbX CehsJrhZu D6NMRoABOqy HJR39T2WsxX KU681QQRra Q1EG9EQ5AqX Q1ceRPXgHAz Qkqxpvqohil QsTb9g_OiI Qy_ihKG8km Tb1U0afDA46 UtnsTQVtxR8 WNMWMaTye WdMk_UdmfJ X1HrC5paL X1VxNTLq09X X372QQA3_8R _0fheG1Vh8K aCMBP1MPF7S dO0OMDThNDs f1IJfXSvFM f2hK1u0oGZZ hetzdhyE10B kRExrErP6M lOwOY4AIsY m7ku8vxBtq mJKxn5vcRcm mJRilvX9iSA mJUgX8mgr0M mJmf9VQqCc7 mkfARUsTpI my46O7gr0f my8xU_6aU myGSl8u6p8 myLBBv9Rqm myZrzDspp8 uk6CP7XqX9g yT6A8tyAMSm	50	2026-03-09T22:33:40.505981	run_20260305_165403	
Total score for	remove		7Jm7j8cA9Q BhMXXTNNtbX CehsJrhZu HJR39T2WsxX WNMWMaTye my8xU_6aU myGSl8u6p8	7	2026-03-09T22:33:40.549240	run_20260305_165403	
Total score of	remove		71bthfiTaI D6NMRoABOqy Q1ceRPXgHAz Qy_ihKG8km UtnsTQVtxR8 dO0OMDThNDs uk6CP7XqX9g	7	2026-03-09T22:33:40.549246	run_20260305_165403	
Total time	remove		71stOoMo4 Q1yEtiGo4 XkpO0m5C5X XyDAOcs2se XyI4FiMsN mJ8dA75Aq7 mkmvR750c7	7	2026-03-09T22:33:40.549261	run_20260305_165403	
Traffic accident	remove		31rX5Q8nG03 89yXNMPGdDd 9usOKKBPTmr AkqANeAosVv QjK20zP0g_b fnMhmg193_a	6	2026-03-09T22:33:40.555350	run_20260305_165403	
Traumatic brain injury	remove		2AAxsrcJUJU Nfuj6ddCnyw QybtI_s66U RNONwmOe1wN yQ3a6bKwxgV	5	2026-03-09T22:33:40.560833	run_20260305_165403	
Treatment group assignment	remove		EoHMpz_Ht XTcq8Vhe9 Zg__ukXGJ dDnVduzd	4	2026-03-09T22:33:40.565883	run_20260305_165403	
Tremor at rest	remove		XkmuD5j2sx XyMuD5shjl mkZ_Pqi2jx myVdw5jnsl	4	2026-03-09T22:33:40.565887	run_20260305_165403	
Type describing the participant's/subject's location of residence from	remove		4tgTpNzbSrH BPHGtGoupso HTb192gQfKc HZ1WNTkbF _jIhuEoBk mkfftK1zAFU	6	2026-03-09T22:33:40.555374	run_20260305_165403	
Type for all	remove		36AzTTWd2 71MOxwOa6L 71UxwOpT8 7yT7mxXqCcm 9hEYmKqFP EXgxMPRKZj QJbDxP_T6U QyG7gPdapL RKTK_njyp T9nI7p8WU _48Ap_9a3w g8JhEu1DX2j mkAQQx7c05X pQ6LvG58VK vqNNugRpkTv	15	2026-03-09T22:33:40.527075	run_20260305_165403	
Type of	remove		00y3HT6d 07MGpdCTzy 09ATzG7jyhq 0S4B0iiuIf 0bvJAfaf5Fr 0cotEknWONN 1002AHr2qKm 16CT7kVUnXn 17HjHDmAWCe 17o4qMGbA2_ 1QEtnd2wE_F 1QV7kI1_mH 1RMCTE8g_Gv 1TZZ_3fV0 1ecUqRDkxxT 1kjAzwMhnVn 1nJAQxmDraW 1sZZRRHv_ 1wT6umOVfqb 1x809rKoGJr 20XJcayt 29Y6qpxrr 2G8E4CDOxSH 2JW1JUP_uJ4 2_jAZ0M5o6B 2g2xRNAAfHD 2tph6Ftw6nb 2ufrkjZtaeM 2zKsPSCo3ya 2zh_cEzg8k_ 3kUpSGUECyz 3rd1fP_1Yj0 3vA36f69fkF 41KKGto6jt0 467kZOeRYv 4BRgET_2JpM 4JXNoook66x 4KW1nkN7h8F 4RsF1BJHn3N 4_jgSK9CNRg 4xhefJ0M7 51j_Vux1KU2 55EFZyJ4WsQ 5GYqg63_N 5NYQhs4bQq1 5PQnrgJPMN5 5PmFnKj3oHp 5j9u4kAzkjR 5jVUesMkzBj 5mUWtUpA8b_ 6N9Z0PAjOAQ 6XrFYeknFMA 6bH9KKmAnjd 711xe9iQ_1f 71Agd1L5CqQ 71GTJjcaaI 71NZdC7cCq7 71NfFjfo4 71Nh_O50qX 71T3GipTU 71TabxB8TY0 71WmcsQbkf 71WzFiGiE 71_oLZopaL 71axCznIHJP 71beWtKp6L 71g4T8Fp6U 71gDDFYpa8 71jeqy8c05m 71k5OoGsN 71lUMooGoN 71lZioGo4 71qeK_mxS0G 71zPmj9aa8 73JAuXAAbSH 73b2iex3 74QybjACT 74lrRnFo3B 7H9a3jVyyQT 7J1FeUVqjrC 7J80ldcAqX 7J9KFm8X8 7J9xdR750cX 7JCgdAmcRqQ 7JCug8VqjBC 7JJbCfnUHkD 7JNPj9onie 7JYO9oGoV 7J_q_uq0qQ 7J_twFFpaI 7JaSFiziE 7JcgqsfiN 7JcwZ_cCqQ 7JflF_OqR57 7JleciGjN 7Jn39ofoV 7JsAOsMiV 7JtvqoGoE 7JxB_FKTa8 7JxInzoTpI 7OEaHgtqWm 7X333cA7bjQ 7h_RF33k4Qz 7k2W_9s2ox 7k6kGiaaL 7kAnb_5Cqm 7kDFCdAoHM 7kFgojzsV 7kGAxsOpTU 7kHZSBgsgqZ 7kKWtoMo4 7kMTxo_ppI 7kQQqjGiE 7kW19tm878 7kZaJOc0cQ 7k_2_ozjV 7k_oRKYa6L 7kbJZjdppI 7keWof2IH1w 7kf3TvYT6L 7kfiFbi6pU 7kjfG4gsx9W 7kpexm50cQ 7ktPxzE9irR 7kuXE9irA 7kxGkdKa68 7kxNIOjGj4 7kztlU49jr0 7wzSc_2Xu_C 7x1OY2jA4d5 7y4QlWV9oHR 7y7lI0mcR5Q 7y8Q5Gn8ryD 7yBGPHlseq_ 7yCSlGV5orA 7yGV_jzs4 7yKbQK7xrRz 7yLOKF6TL 7yPhGj6pL 7yVJqF6T8 7yW8k5KTTI 7yZZgc5o2sg 7yazwYT6L 7ybgCbi6aL 7ye0RvKaTL 7yeWbiFapL 7yf_CvKTpL 7ygv_ifjV 7ykaGoTaU 7yllucQn 7ymhbdc0qQ 7ymx5Z_qCcm 7yo4dVqoS0 7yoeuxu90cQ 7yqHuiMj4 7yqgvUmxBAz 874JdFrAKoF 89CNRk6gNMk 8CFfoko3cMY 8ESE3CN61Sr 8LnWPzoftW 8NZK6UWh9 8OF4_cjmQy9 8TDpSzW_n2 8THbPy3coG8 8UeGzQ7Mhw3 8iEXVwn75 8nQxUw5G1yf 8rrzSaJw3Gr 9DRtoC2SHt3 9Jd7bzYYRFK 9Q7HmdVn230 9Qw5mRtz8Hx 9WCFZEA6Xp8 9WR8BP13zyZ 9sfNPURfmbf 9uIlCyTWM A5RANdZNX7a A7XP_C4AEg1 A9oiWfe_zu ACrzHZer61 AJ84gOke6p5 AMyZu6AUjUZ AUd1wuF6t AV5Zzj5moxb AbCTVeVYOou AdEEzPzh6CV AmEXGQGEWWG AxQ7md9nbHh AxdmouZMWQv AymR7ddSBKC BC8vdhZqh7n BFOE2t1Sq BGzKkZDG7mC BHS13kZEmfS BKZ2X8MuqfJ BMnbpx5AEAS BN_oKnyEbdO BT7A7p4WOu BUABmnt0VM4 BXkAfJJ1n C1E3o4dRe CJJYHG__FHs CQOD3q9d1gD CWoUX3ZqL CcEph8XqtxN ChAQoHZ55t CmFPy_q_X CoeeFxpVrJ D06tWeTmQAw DHxZex3R08V DUOsBnwO Db3bCtsxEsx DhfUG_1Umdw DjePDd_mYF E118DaVLT0 E76fv_J6K ECzPe1MkNFy EI9ERJ0oPI EJsZAajMBkd EKvAyuK6 EMmcUM6YN ENl7tMjRb ESrKu5KZcbA EUEEu_fc8Vo EkD1tJxPkHX EuKCfSueVNk F2zth6Zkapg F5qSxhXjUzJ FANKDN_HcS FCSRNHkMJx7 FDHFzSYTqt6 FDpP6tn1OnC FG8SqgWp7aP FJmgpdTzbCx FJzgT067FGH FK8PtJAB_9z FKdaN3QaA8D FUbKKUH0ney FbuQimXU0u FpEsNajtyN4 FxZDhK5QhGo G3ck9z1u8EC G3iED7Kj_y G8ha2N53x GRt5hQJR98h GU5kMCKUj GX1wRHn2 GZdckDCXDUa Gc_te2qoJ GnRVbmKUhOz Goc8NRvq Gqvv7MEQzvx GsKBWtV4w9z HBb1uCFc5A2 HGHBPLO5C HGyGooPl HMp6YdJOrYJ HXTeyTJoDM Hi7FDwfVD Ho0DhTgfTGY HuJtlGJ_6y Hz_V2bsc J1DUVrnJWEt J533HcmEf JKyGHVZKs9s JNEvnMO1AmV JP32NSvz2RO JR7EWPmtG9p JcesujysD2T Jxvgkh6JIl K2Ov7Vx8Im K_3ldoSGX K_EBl74ny Kh8QUHaw KlW7ayvoyc KocP_nQ6tsH KogMUjqz44e KyNAFvbF4y6 L2N0F2bCS LGhPZwY2Vi M4dzFyBa6NG MHt1HnswXOk MQmdwWeeDA7 MUKUiI47Y MYYZeRtuFUo MepOT5QXK3Q Mi5wE2Vtc MkwogYsk_T6 MmDGF3GO5rJ MqAxzkTqjQ9 MsW0__Fqgu NAFX038VbcA NAPD7ShooVQ NAsjbAHla NDqpANG8J8w NFbBKGM3e NFdGNfh_fwz NdjS9m1NUzo NfngAvnmrxw NjeOjhsA_HH NmFECE7KOA6 NpupzbXJeAX NtMcAFjkvb8 O6PrbAPMfaf O7aFrep3nCm OAAPnJrbtSu OGDQqD9fhzn OPPLDI_a3 ORAy_BuAZaa OS0O6qdjSJj OSWG4gOItM OWT8z3n1XxC OXYsH2sMo ObBgd4wCPAe OmRUOMpBoE OrmvAn_bcVT Orsy6Ovoq OsUOmfh7TNC OuN58T93RN9 OzkN1i3iu P4pKBC1BSv7 PIh4a1QVca PN7ga2kHp61 PSmIcXgdx P_Q1x6buvcH Pq8T4F4ip PwAb4b319cJ Pz3dMyD5wj4 Q175_ifo4 Q19mlZN9irR Q1DbBreolc_ Q1NWQEqiSA Q1Omeb45sHC Q1POe845oH0 Q1QVlZN9iBR Q1VGuoGoE Q1ZdZ_9AcQ Q1bRcRdTp8 Q1eeOOXgH0z Q1gSEDKa6U Q1l3loOTaU Q1lRc0OaaI Q1lhpFFpa8 Q1oacX9C5m Q1rb8_XqA5m Q1uWtsGiV Q1xbUCQcCcQ Q1yNg_EqjS0 Q1zlcgOqRcQ QBKJSwZyrkk QJ5Zld90qQ QJ8mxGV5oS0 QJ9B9ofjV QJDKK9o2je QJDXlWEqsrR QJDZ5ofiN QJHGPFppI QJIWX9sQ_1M QJW0lj_pTI QJWEEwFaaL QJWNebV9iHR QJZROsGiE QJ_6xiOTaL QJbnlsd6aL QJeexZVcsrA QJpQeWV5iBC QJxAUtF6aL QKXyXXVVQyD QQ95RqAA078 QQmgNCbYC QTVqfKv9qJc QVXqRtAOpsA QZbvXUsfUnX Qc76XO7yN4A Qk0Ogd5Cq7 Qk0q_u509m Qk3lsuaT8 Qk4lQ49irA Qk7MPHgilcZ Qk7q1_cCqX QkAc7NcsSR QkBUP4ciSA QkDZ0M38SJv QkIbtiMsN QkIoG3ISJD QkJldjGiE QkQcvK_EQD QkT_gGVqsBA QkV8OmpIUH QkZWUC79R97 Qkb2YdYTaL QkguqizjN QkkV_sGoE QkljRda68 Qklk_jdapL QkoJs966L Qkp_jifiV QkxEx_EqsrA Qkybjd6TI Qm1BsFzsmAT QmBtZmQb QmONgbo0N QqHySt_1QTY Qy28Osfi4 Qy7HcjGo4 QyKH9jGiN QyLq1850cQ QyTliO6aI QyW3ItFpp8 QygAlj_aT8 Qyjttcjnig QylYgL49oHA Qype28csnil Qyq5Wuc0cQ QyvxkK9snie R2Eh0CvZBmV R4BF9rauNFu R9X0ARCGsAx RB9dvqAfz RBrEBJyf3u_ RPJfyW0WMCp RfZO_4_uqY RmC0nPnN Rr7Z7M8MJVD RxvNU2_5yNM SAFOxzueYpC SPbY0QvTvgX SU5jvZXw4O6 SXtpNtJQFAk SaykLkX_0k SbVUfFtQsch Sux9qphiw T42fh7RVVHv TAKpIySPxq TFeOz1qrBM TQUVMQrUjp TQuOwo4mpeE TdqWAA1VNYD TghDXrgFRdX ToSDkbAU8Qf TsQkWoZOtRG U5345fpl6n UDQRmzJuYdP UEaS2TvvjrB UFy6dwrXZy UHjHgQQm3oP UV5A4Az6KHa U_nZfMNQZUO UeltV8EdD9 UffAwp5bqAr UiVoWjx2mE UseXHErk1Ub UufPA8_9A0w V1fFcdWupor V2weA_6A1AV VVqmtmuyzp_ VWD_GApgqx VWSyPLbWpQ VZO70o83g2J Vb5AT0eybNT Vbufd4W43 VjD02qRKfaK VvTOqYAWDMr W7DAxAfUwqV WG600cXaNZ WKJBVVpkPHe WNy4_JNmRV5 WRazmYJd4 WW_OhEVDgyS X1DIZ_5Acm X1DYg_qAcm X1F5WiaaL X1FZCGhUHJD X1Im9iGjE X1MpFNeHCf X1PXOiziE X1QCgsu668 X1Qb__QxrCz X1RDqszi4 X1RmgbVqjH0 X1VwtoGiE X1Wg0MnUH1P X1Z20vF6aL X1Z4qofiE X1gNzwtp68 X1sKWjTpI X1sXx_V9jH0 X1waF4lBCf X1xZsRuTTU X9MmQ1Oq XIV9QvyT3 XJ2lF__5R9m XJ3WbgQqAq7 XJ8fvSxjecZ XJFuXE5sBR XJR86pdn3D3 XJVdGN5iSA XJWnnMj6aI XJXy9KQIQI XJZeMEljl5W XJZjfwF6aU XJbzPBljlqW XJgsvtF6T8 XJuzwrejlqZ XJzxM9iXWyG XP2VFprdsU Xbpw22XCT1V XjRTOFeS4tD Xk2Xe_E5oHC Xk3lxQ50qX Xk5FFqj2jx Xk7pFEerRf Xk8TFElHRz XkGk5t78XI XkHmxbN9iS0 XkT1w_ppI XkVfgmNcir0 XkWKxUV5sHC XkWlXPKapL XkXg9jGi4 XkZJdKTpU Xk_zR_ipTL Xkb3ZO50c7 Xkexz9ci3jl Xkf73GjapU XkgKmeKa68 Xkj2Oizi4 XklelcoQW1G XkmFcsGjV Xkt9ebN9jrR XkwxtbdcRqX XkxqJoq6pI XptZUwmd8cM Xr1JYK78SgO Xy9wYtaaL XyAMOjGjN XyByciQ_kM XyHejbd9Cc7 XyJVgz4coSC XyLQlWVcoSR XyZbWiFp6L Xy_Bk9Kap8 Xy_q3zs66L Xy_wwKFTp8 XyalKiMi4 XybRRDKpT8 XydoOjfoE XyenwKdEXv Xyg_xL4qjH0 XylWOiMsV Xyne_0mqC57 XyuZ9iGj4 YFKm_gtfNjs YK_KK0281 YM98urXpZUJ YaDD5qQDuce YgHRINQ2u YgjOp4q5MAo YoeR2rTm YsQgTswHBbA Yx5K18ebgn3 Z1ER4WP7VGA Z2QNzqaOqdK Z2hYKE_bwar ZKIyf6e43 ZQtXtrm65A3 ZTPok4WVC7b ZWxr37PUrBE ZmzdVcNbx ZwvoF96xXQt ZzTh_H2oBsM _2bSfflbF _3hgeHgObNu _8juayWyRwY _9spDhOdOW _AeiKLAOR _EBt7Bg8lk _HVcwBS7m _XUSM4RHUWR _a7CgVDWf _adEF6jbP _k6YWO6Jd _m5A9ZChj16 a1OhQTYT_ a33YC1w_q1F aA8NUZgxExP aAfwQHOm7mC aDyyCXHEhFK aEHw_Kgd9KW aFUAQJhZVf aWTyW2oP aXyhWvwVotA acDSMkmOK afVCQkA19j anxS9Q3nH_y ar5uPtZjffM avu1uq9frZE axSpYH5VCtq bQNwW4OEaaZ bVFgjetsKWq bWtAggNc9QY bjhQY5j3a0J bvFouz6xFc0 c6OU0V7Fw8s c7HDCSMAh cK4Pk8jTJbu cKo6jsRVF cNBeURmxbvf cQWb0c5ANPJ cUrKtueRA7a cWPwae3p3C9 cZnhS9sqXZS cdfyYwqdtTv cep51uAuFCD ch10ACJkrra cp5jYHrh1TX cpJTAAynoJW cwm59fyhCsX d9jrt1wqVFY dAm96R07GYg dOadMHcwUFx dPgcQde5JTj dQE13kf9cEb dXVE2OCCVS_ e1E1cstJCy0 e44YMBwhnQ3 e6v9spopu40 e7YwcdJSETU eANScFNmnJ0 eDWoHWqj5GU eKwaUFUD9tz eQE4vKR7M1D eXoe1PAnyU eYmXmqVP9WO egFTJkyM5W3 ej5Yjrlmz enWeV4Fwd0_ eqfYNFr2Xi ethqESr_DYV etvrWvmkAe6 eyZdnA5fWpB f9N7DJMDFAc fA3dba4B_hK fGAPqjGCwV fM_4FpDwJ fVmYOKPESzT fc6xap5MVAA fdQZmhZ1f frwTkUjAsBT ft3evz0SsGN fv91KmEJ8hr fzx0Wyn0O8z gAeAUooxCam gMg7rrUTynR gNL3faMHB gOKM0_ycR gPDCzK8wowA gPP7ZCJE2js gSfOwroxeFO gb5wePWk299 grNPs2zOC grUzNX2KCjs gsZ_dxVjU gtUNzApa6OC h4zcszp2r h5GUqhoit hGppg7E1Ip hJCJiRZi hNTJQU8iib hQsvcvWtcu0 hUgqjn9MkSM hb6QgRauCn1 hmBPkSCCpaf ho_oSOHHuXE hvYJhM3mCNd hvcRJakhDWx hwoknaxxf ic5TXEg8gg igkHEhDV j7tV7YQ8Mfg jDjOg95Wgnx jFHHGqRDBCc jHk14bc3wI jO61_m3Cyhs jWuvGGd_pca jbexjkhZ3 jdrddx429 je0ucG5oN2S jheGt2rXCBY jjMH42Yof jjRjz7JDkYG js0Hzyf2X75 k0rXKA6A1 k9CQzCnhhtD kMfoKxTJ8V_ kRBsY8aAQrX kXh6tuTq418 kag1ySf8bEr kfucaMM10xt ku3YsqA6aZy lFAT_TwK36 lnoEuEhUtg m13g5ZOc097 m19dZ_9CqQ m1C9Y8Ta_jr m1EZf9smbJG m1Exi__5Cqm m1MlbgX5A9m m1Qef9iX_kM m1RxKuXeH0z m1W_F45R9m m1WinziapI m1Wrevda6U m1ZsbOcC5m m1_WAWjaTU m1d6Iqi2ig m1kncofoV m1lzDSgjxcW m1mZQN9iBR m1sSMN5jHC m1t7OjGoV m1vfwSgilcZ m1xiX9jzsE m1zj1Mo6pI m7G7HpQ698V m7uRp_4PM0y m81mF6rHOPg mJ2E_E5srR mJ2evL7xBCf mJ7DxP4qjSA mJ8ZlGVqoHC mJC50dAiSf mJELP79sSC mJHAld5A9Q mJKGLUgHCz mJMJ_sup6L mJR6diGoV mJSqujfoN mJWRnzi66I mJWgMULlSCz mJZ2JvOTpL mJe02zopa8 mJeWmwKa68 mJekl5sMjV mJgZuR7c097 mJiLFKp6I mJlxFP8lB0z mJxcbBcA9Q mJxxf4eie5Z mJylo_ucAcX mcYM_pA3BY2 mk0qgPVcjrR mk3_evVcoS0 mk3d5sfjN mkIcbO5R5m mkIlYO7xrRz mkK8bs6a8 mkKQlZNqoSA mkL_dA7909Q mkVNvKaaI mk_ivKdVQw mkdX9G2ISJP mkgTeouTpI mkggoZ_qC97 mkh2dizi4 mkvbKsfiE mkxozwY6pI mqrykKRIDS mrIQ7y_a mrqWAMxtyVJ my0eida68 myFrFoMiN myHMOoGi4 myIUoqshjg myIoxgE9jSR myLCFYT6L myMWOAQ5AqX myQI8X5sH0 myWPGPtppL myWlfiaa8 my_llaubbhOg mycGcf3USkv myeg_o_aTU mygo0dF6aL mylVcozjN myraz45oS0 myv0x_cRqQ myxtKcinol myzi1ocTa8 myzkI_sa6I n7A9WxHxH nHYnHBWch0K nTCRfdXr6dg ney22VBtsD ntWam4XNsG9 o8LBpmcA1R oAeRTJowxTA oCrAo1ykgQZ oE3qiA1YS4 oKDVm2HEgr2 oOcN1WadqCb oVoBCuGW2Rk oc96gZfWOoT oviodTKK8 owybi2IH7J p0XCe65j8s2 pCy89AmpPbW pDxxNtcbBh8 pHktYXNq pRe9yQTxF32 pVumJ3ez4k pWHE47GYPUa ps1orVykl pyedDUGANhZ q6DhJ_PN5AU qCvtx0FczWU qK_fhCjT3Tn qKw3PVYcum7 qem6V84wB4K qgL_zPqa qkOQe2DMm1a qpB7ZRKDz9K r3KB5aNsAXk r7knYptAwGG rEwrSs_Glf rM_JBDB96 rNnU4hz1z4W rYSQuyUqy4A rgzw9sZA0b_ ri3UsT1FH0 rrhdc9u3v3A s6g9eSt9R6F sBpHdEnGHAX sP0MHW_X09Q sVa_QjPeZvR sagOjZOeZZX scVHUAJkg2b smpjU0R1f6E spurskgoe t6HtFn7hmo6 tF9vHmzMN_8 tSAEHMjY2NR tSOxeBgGpNw tWHWxzAOQGN tWzQJqp9N9Q tbekNyZDb th2LDHuZ tvZmBJ65CUB u8qSwmtTUke uC9XhACJhs9 uUmpH5Eyb4m uVNNtcAEc7s uWW2a00p2Nr ua3EQVhqGqX uavvq9FFaEK uh9Aja1dZp0 uj308FQBsgR utsQzfy2S uzWD0bPnMo7 v00LvOtNkq v1fsec4_XO vdwaarZMZO w1cJPANW w82TESR28nf wBVB8DMTbOX wIh7iw3bt wKkgVoFoM5m wdE7zO_I5 wkszf43AUAA wsyM6_5_qo3 wtwOcSOh4Td wvGkOXSmBJT wyCJryvqvJP x4NWbq09APK x9RfmyH8a xCvr9xkBQHO xM8gfh1ZMVt xTZ_tCTQ_ xsc_0vv9Q3E xzEwXPjApDF xzP6T27qU y3grWRHRa y4MCjKpaKrG y9YDbbKq4 yY8AZP7MS5r ynO3_mCGT1Q yqWqgjj9Ryk yuFWrP04DOa yxrF3xKsTdr z1R6SPDg0 z3jbnCdyaqE zV1hdknW7w zmKPERYYjZN zsxnk_YxwqX zyZtQ_CKxX	896	2026-03-09T22:33:40.481162	run_20260305_165403	
Type of animal	remove		29Y6qpxrr 71lZioGo4 7kKWtoMo4 Goc8NRvq Qy28Osfi4 XylWOiMsV mkh2dizi4 mkvbKsfiE pHktYXNq	9	2026-03-09T22:33:40.541767	run_20260305_165403	
Type of color	remove		Q1VGuoGoE X1Z4qofiE mJekl5sMjV myHMOoGi4	4	2026-03-09T22:33:40.565899	run_20260305_165403	
Type of electrode	remove		P_Q1x6buvcH kMfoKxTJ8V_ oAeRTJowxTA sBpHdEnGHAX	4	2026-03-09T22:33:40.565903	run_20260305_165403	
Type of housing	remove		SaykLkX_0k ic5TXEg8gg mk3d5sfjN myzkI_sa6I	4	2026-03-09T22:33:40.565908	run_20260305_165403	
Type of location	remove		BXkAfJJ1n FJmgpdTzbCx Hz_V2bsc XyuZ9iGj4 Z1ER4WP7VGA cWPwae3p3C9 jdrddx429 tbekNyZDb y9YDbbKq4	9	2026-03-09T22:33:40.541772	run_20260305_165403	
Type of method	remove		2_jAZ0M5o6B 5j9u4kAzkjR 7J_q_uq0qQ 7yf_CvKTpL 7yoeuxu90cQ 874JdFrAKoF 8CFfoko3cMY AmEXGQGEWWG GU5kMCKUj K_3ldoSGX MkwogYsk_T6 NjeOjhsA_HH PSmIcXgdx PwAb4b319cJ QJ9B9ofjV QJZROsGiE QVXqRtAOpsA R4BF9rauNFu VvTOqYAWDMr WG600cXaNZ X1DYg_qAcm XJZjfwF6aU XJgsvtF6T8 Xy9wYtaaL dPgcQde5JTj kXh6tuTq418 m1Exi__5Cqm oCrAo1ykgQZ pRe9yQTxF32 ua3EQVhqGqX utsQzfy2S wtwOcSOh4Td x9RfmyH8a zsxnk_YxwqX	34	2026-03-09T22:33:40.511814	run_20260305_165403	
Type of method used to	remove		7yf_CvKTpL 7yoeuxu90cQ AmEXGQGEWWG GU5kMCKUj PwAb4b319cJ QJ9B9ofjV QVXqRtAOpsA R4BF9rauNFu VvTOqYAWDMr WG600cXaNZ X1DYg_qAcm XJgsvtF6T8 kXh6tuTq418 m1Exi__5Cqm oCrAo1ykgQZ x9RfmyH8a zsxnk_YxwqX	17	2026-03-09T22:33:40.524831	run_20260305_165403	
